model,time,mean_brier,std_brier,missingness_level,mechanism,folder,R_L
COX,45.0,0.0016757444942834,0.0,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,64.0,0.0020543711687587,6.236835763681673e-06,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,164.9255102040816,0.008089428536132,5.79548241884549e-05,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,198.93163265306123,0.0060738979069636,0.0001017710733245,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,266.0,0.0028065730390387,0.000126851377655,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,284.8510204081632,0.0165708410328307,0.0002523906678144,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,333.86326530612246,0.0212146687396097,0.0010227530352294,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,359.21632653061226,0.0141557287503833,0.0005426391756684,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,404.77653061224487,0.0248169754682425,0.0005170305974239,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,452.43265306122447,0.0335377931061747,0.0018317984344221,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,468.7948979591837,0.0363551752950391,0.0033163347946783,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,524.7020408163264,0.0389230134319808,0.000423070812874,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,545.6489795918367,0.0368504873478213,0.0020184704762158,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,603.7265306122449,0.0451035260683636,0.0068756197145397,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,638.8653061224489,0.0496900287554002,0.0012934874269035,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,644.6275510204081,0.0464011999211196,0.0008979038543398,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,732.0816326530612,0.0559925926944264,0.0002181899013216,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,738.6581632653061,0.0578969831273121,0.0112594168657539,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,764.5530612244897,0.051584542512989,0.0009033774449524,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,825.2979591836734,0.0627484190152744,0.0015378938209147,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,873.5897959183674,0.0678346941947148,0.0159612487119973,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,884.4785714285713,0.0618462489417528,0.0011128881903561,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,918.5142857142856,0.0696999823104921,0.0023338209803894,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1004.404081632653,0.0665445249079528,0.0006249016751793,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1008.5214285714286,0.0798202892433084,0.0217980934585538,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1011.730612244898,0.0702842985629723,0.0032931102245045,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1104.9469387755105,0.0695361627267472,0.0045750804791515,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1124.3295918367346,0.0660035539469936,0.0007545862659278,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1143.4530612244898,0.0925284780283952,0.0289329006205788,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1198.1632653061224,0.0760960104824233,0.0038273908331649,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1244.2551020408162,0.0712888504520458,0.000970011872544,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1278.384693877551,0.0999159518362037,0.0349643375792562,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1291.3795918367346,0.0764259248630216,0.0032195864891804,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1364.1806122448977,0.0720645432573604,0.0012230590513373,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1384.5959183673467,0.0814913852594864,0.0031731234880775,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1413.3163265306123,0.1050591001124772,0.0370159113998869,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1477.812244897959,0.0846927820884238,0.0032247787701418,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1484.1061224489797,0.0732968669808117,0.0005292240292313,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1548.2479591836736,0.1130784437576941,0.0396023984663067,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1571.0285714285712,0.0834841828791212,0.0048192452570312,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1604.031632653061,0.0758447724479206,0.0004001131966599,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1664.2448979591836,0.0862980505935074,0.0061796021213366,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1683.1795918367347,0.1196891807353242,0.0420838815339776,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1723.9571428571426,0.0760011880394466,0.0004061690278097,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1757.4612244897958,0.0881497499058434,0.0071731168962414,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1818.111224489796,0.1258012480627198,0.0449579377005244,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1843.8826530612243,0.0773466965158837,0.0016179795201672,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1850.677551020408,0.0942567318522867,0.0072716240325343,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1943.8938775510203,0.098254040229232,0.0069605254600198,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1953.0428571428572,0.1297142909097233,0.0462810177655168,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,1963.808163265306,0.0805379087598424,0.0014053122516892,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2037.1102040816324,0.0992596431974206,0.0078079180713076,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2083.733673469387,0.0762671859734452,0.0018835469628278,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2087.9744897959185,0.1314629805071205,0.0498579149522972,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2130.326530612245,0.1015068087814509,0.0076415192305149,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2203.659183673469,0.0802878978379671,0.0022807263086572,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2222.9061224489797,0.1294897886787265,0.047320595848441,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2223.542857142857,0.0988045971195103,0.0088713346810009,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2316.759183673469,0.0988463601461966,0.0089372691699973,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2323.5846938775508,0.0811309380570732,0.0022856607553844,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2357.837755102041,0.1345705120720847,0.0484717570734795,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2409.9755102040813,0.1004498374284543,0.0075450279429358,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2443.5102040816323,0.0820195543925356,0.0015236082482529,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2492.769387755102,0.1342551079973463,0.0497292814522581,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2503.1918367346934,0.0980874460217459,0.006305926854725,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2563.435714285714,0.084613825592222,0.0023102664922503,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2596.408163265306,0.094332745464123,0.0066525162994689,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2627.7010204081635,0.136295750071812,0.054088466372492,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2683.3612244897954,0.0848048684360655,0.0019177232464325,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2689.624489795918,0.0957677257991796,0.0069577792685633,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2762.6326530612246,0.1337198340792144,0.0582994247360812,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2782.8408163265303,0.0999976231020752,0.0060765935045697,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2803.2867346938774,0.086640304832817,0.0018972501066653,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2876.0571428571425,0.0978530951961716,0.0071035587563587,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2897.5642857142857,0.1322173363323726,0.0570054634965875,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2923.212244897959,0.0892368139299424,0.0025086305527069,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,2969.273469387754,0.1083196131053459,0.0066155434150935,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3032.4959183673473,0.1300086964907915,0.05924999935806,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3043.1377551020405,0.0928563423684778,0.0027741027766671,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3062.4897959183672,0.0978026621162132,0.0053908282452879,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3155.7061224489794,0.0910636583753576,0.0059422123441293,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3163.063265306122,0.0923516384746982,0.002399843679515,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3167.4275510204084,0.1270025995351348,0.0643799152545329,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3248.9224489795915,0.0887551074747353,0.0063570723488933,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3282.9887755102036,0.0976426124986196,0.0025337186305968,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3302.3591836734695,0.1376870740340656,0.0602252091385911,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3342.1387755102037,0.092280652500262,0.0048284896450134,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3402.914285714285,0.094014783758859,0.0013835877224993,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3435.355102040816,0.0794896682500733,0.0039945358668296,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3437.2908163265306,0.1379069248005916,0.0609788915006281,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3522.839795918367,0.088291263369112,0.0017611751437474,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3528.5714285714284,0.071273034207434,0.0043117893484546,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3572.2224489795917,0.1280220315694125,0.0596141928043483,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3621.7877551020406,0.067725076278325,0.002622230543783,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3642.7653061224487,0.0908528811407398,0.0010687049191036,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3707.1540816326537,0.1291898086843605,0.0629451504935191,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3715.0040816326527,0.0699590786098252,0.0027561713383402,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3762.6908163265302,0.0924906809738786,0.0009208581890503,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3808.220408163265,0.0653789442588542,0.0030247942543717,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3842.0857142857144,0.1291699217735803,0.0643399358253334,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3882.616326530612,0.0916809903130588,0.0001239026568237,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3901.436734693877,0.0683188015883924,0.0033703568373473,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3977.017346938775,0.1188085895234969,0.0658886931416403,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,3994.6530612244896,0.0625378700826714,0.0032515673670346,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4002.541836734694,0.08620935137707,0.0004781099587027,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4087.869387755102,0.0660911965301817,0.0038519943048676,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4111.948979591837,0.1163984325568859,0.0665299445781408,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4122.467346938774,0.0975899745854339,0.0007225028099424,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4181.085714285714,0.0695664453739678,0.0044376200349299,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4242.392857142857,0.1007042374129118,0.0006291615171882,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4246.880612244898,0.1215050169736361,0.0704711033442891,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4274.302040816327,0.073422534849884,0.0050831052520833,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4362.318367346938,0.0967981104513154,0.0012494286879721,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4367.518367346938,0.0720001795439874,0.0035038137037937,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4381.812244897959,0.1258831887786843,0.0717705612775927,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4460.734693877551,0.0797273189935332,0.0044282780870004,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4482.24387755102,0.0928795825314237,7.912350441465125e-05,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4516.743877551021,0.1222738893012037,0.0714528238498401,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4553.951020408163,0.0919101852048072,0.0058690949869791,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4602.1693877551015,0.090300311715923,2.032284298332189e-05,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4647.167346938775,0.1045130024266627,0.0073690500356166,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4651.675510204082,0.1077726356151514,0.0533761628404635,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4722.094897959183,0.0865107441561903,6.196108748701382e-05,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4740.383673469387,0.0604691526189165,0.0051505881245302,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4786.607142857143,0.105905566247389,0.0444839501083317,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4833.599999999999,0.0559808357441016,0.0067794919453823,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4842.020408163265,0.1100996599546741,0.0017575835102316,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4921.538775510204,0.122199684713235,0.0473333294371766,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,4961.945918367346,0.1026396870441319,0.0010614644278561,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5056.470408163265,0.1226993183846237,0.0386750655618579,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5081.871428571428,0.0960460756007712,0.0003789146865259,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5191.402040816327,0.1275242038342182,0.0426998248054654,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5201.796938775509,0.096901691726272,0.0003562951792621,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5321.722448979591,0.0942780193836913,0.0006786991579055,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5326.333673469388,0.1173180995109683,0.0435824332368666,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5441.647959183673,0.0944007939499358,0.0006759516714208,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5461.265306122449,0.1219055403384453,0.0475778492597944,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5561.573469387755,0.0947633074702626,0.0006799524264289,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5596.196938775511,0.1324733619968798,0.057362605296128,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5681.498979591836,0.0899934530612588,0.000626476799787,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5731.128571428571,0.1419559285469995,0.012758493591817,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5801.424489795918,0.1460115723984626,0.0004074370926778,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5866.060204081633,0.1397891017168848,0.0158093843046718,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,5921.349999999999,0.1403229679931691,0.000396854872491,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,6000.9918367346945,0.1646886705544421,0.0325974960973018,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,6135.923469387755,0.1953170980070366,0.0522258778916512,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,6270.855102040817,0.2806267099439664,0.0426568572670456,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,6405.786734693877,0.5042145178318506,0.069044999953106,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,6540.718367346939,0.9513901336076188,0.121821285325227,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
COX,6675.65,0.9513901336076188,0.121821285325227,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,45.0,0.0016757444942834,0.0,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,64.0,0.0020571840395872,7.752284798012055e-06,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,164.9255102040816,0.0077673475962587,0.0001005214789118,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,198.93163265306123,0.006086425922662,0.000209715761432,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,266.0,0.00306210395645,0.0008268974508269,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,284.8510204081632,0.0145639421131904,0.0008133314987939,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,333.86326530612246,0.0207016483082625,0.002263768253651,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,359.21632653061226,0.0147856161978935,0.0016771424122856,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,404.77653061224487,0.0199958493346015,0.001557075797934,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,452.43265306122447,0.0352252216516753,0.0031173500294769,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,468.7948979591837,0.0351153007062942,0.0063434694846972,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,524.7020408163264,0.0331101186540826,0.0020557581850023,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,545.6489795918367,0.0386547183970358,0.0033528124923583,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,603.7265306122449,0.0424781209506976,0.0096928184389646,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,638.8653061224489,0.0484784249957986,0.002868369749157,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,644.6275510204081,0.039588676618085,0.0012537017867359,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,732.0816326530612,0.0540724983696058,0.0021384576013165,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,738.6581632653061,0.0534569088269547,0.0139950958135134,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,764.5530612244897,0.044021407416918,0.001068513847693,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,825.2979591836734,0.0604007008546824,0.0003371764002938,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,873.5897959183674,0.0629138045667809,0.0179182637044729,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,884.4785714285713,0.0512731255144622,0.0007318269724619,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,918.5142857142856,0.0680486771361982,0.0012462903111144,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1004.404081632653,0.0560632529116279,0.0013660794317232,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1008.5214285714286,0.0742749236015556,0.022783003139906,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1011.730612244898,0.066826521727765,0.0013084082546218,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1104.9469387755105,0.0669659473449233,0.0007550784279912,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1124.3295918367346,0.0543598406622348,0.001428772816936,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1143.4530612244898,0.0820285553907634,0.0310397420334085,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1198.1632653061224,0.0756074712779289,0.0001919411651956,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1244.2551020408162,0.0615665641172561,8.601869154363975e-05,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1278.384693877551,0.087846980478431,0.0349598919400935,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1291.3795918367346,0.074056462735956,0.0006728294053278,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1364.1806122448977,0.0646649819651405,0.000227781286228,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1384.5959183673467,0.0794495463114611,0.001583301643869,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1413.3163265306123,0.0955399206964651,0.0360760619894638,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1477.812244897959,0.0834361102727642,0.0037245031144525,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1484.1061224489797,0.0632110890829045,0.0001663823180369,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1548.2479591836736,0.1049325550074165,0.03415537418733,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1571.0285714285712,0.0845658137779834,0.0039507374856867,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1604.031632653061,0.0638592997112321,2.5005137471086596e-05,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1664.2448979591836,0.0893151479501988,0.0031853585745719,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1683.1795918367347,0.1095314182695249,0.0377212566981787,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1723.9571428571426,0.0664655307358687,0.0002354296520339,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1757.4612244897958,0.0918870179533662,0.001346246761456,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1818.111224489796,0.1148705677914143,0.0378302357524669,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1843.8826530612243,0.0696095353941342,0.0004525666796196,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1850.677551020408,0.0990810680655226,0.0011833585285316,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1943.8938775510203,0.1015522324756102,0.0018270751698088,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1953.0428571428572,0.119161553641067,0.039855816918608,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,1963.808163265306,0.0744858048024202,0.0001244450115734,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2037.1102040816324,0.1037980851507338,0.0036995282352319,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2083.733673469387,0.0725957695000098,0.0003333859313338,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2087.9744897959185,0.1234623433647051,0.0419130360746082,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2130.326530612245,0.105605503930281,0.0048126676256008,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2203.659183673469,0.0781770943096408,0.0001350915906743,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2222.9061224489797,0.1207576464701174,0.0396958754754364,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2223.542857142857,0.1027599573326433,0.0050160064303498,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2316.759183673469,0.1032984347853415,0.0040363968471452,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2323.5846938775508,0.079128545639087,0.0002527991186721,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2357.837755102041,0.123300325023186,0.03961669555964,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2409.9755102040813,0.1032658061185846,0.002382015578653,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2443.5102040816323,0.0811485499996683,0.0006462592434967,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2492.769387755102,0.1252657693885138,0.0421725710867368,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2503.1918367346934,0.0996461020327553,0.0020194432565809,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2563.435714285714,0.0847588693739643,0.0004115240999218,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2596.408163265306,0.0974185311400284,0.0027082630679576,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2627.7010204081635,0.1282570145377305,0.0452778531897985,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2683.3612244897954,0.0850932988955174,0.0009959615591941,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2689.624489795918,0.1000352194743048,0.0021942610745644,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2762.6326530612246,0.1275768250145826,0.0479219481613646,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2782.8408163265303,0.1023373985255666,0.0031831462763738,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2803.2867346938774,0.0876245464058392,0.0011664060337108,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2876.0571428571425,0.1006030744247978,0.0045787946218256,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2897.5642857142857,0.1256987907277985,0.0451216875286431,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2923.212244897959,0.0914559549107121,0.0010149278397251,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,2969.273469387754,0.1077668593901614,0.0020893513870066,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,3032.4959183673473,0.1262518605479708,0.0458851837143686,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,3043.1377551020405,0.0948836315562585,0.001098201560134,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,3062.4897959183672,0.0963151738072656,0.0034948787028865,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
RSF,3155.7061224489794,0.0903510409390586,0.0036903509882062,40,MAR,./../ibs_results/rotterdam/MAR_L_COX,L
